Protein IDs	%iBAQ	Unique peptides	Unique + razor sequence coverage [%]
J3QSS4;Q5T0N5;Q5T0N5-5;Q5T0N5-2;Q5T0N5-4;Q5T0N5-3	0.005550245	12	22.1
P28072;I3L3X7	0.005550245	3	13
Q15126	0.00553392	5	22.4
Q9GZL7	0.00553392	10	32.2
Q9NZJ9;F8VRR0;F8VRL4	0.00553392	1	5.6
P42166;A2T926	0.005517596	8	23.8
P63151-2;P63151;E5RFR9;Q00005-7;Q00005-5;Q00005-4;Q66LE6;Q00005-3;Q00005-2;Q00005;Q00005-6;Q9Y2T4;Q9Y2T4-2;Q9Y2T4-4;Q9Y2T4-3;E5RIY1;F5GXJ6	0.005517596	10	28.2
O43739;O43739-2;B7Z2V9;J3KQA6;Q99418;Q99418-2;Q15438;Q15438-2;B7Z1T4;G5E9B7;M0R2J0;K7ENQ8;F8W8E2;K7ERV8;K7EKA2	0.005501272	7	24.8
Q6PKG0;Q6PKG0-3;E5RH50;H0YBW1;H0YC73;Q659C4;Q659C4-2;Q659C4-5;Q659C4-6;Q659C4-7;Q659C4-9;H0YC33	0.005501272	19	16.9
Q04206;Q04206-4;Q04206-3;Q04206-2;E9PKH5;Q2TAM5;E9PKV4;E9PQS6;E9PI38;E9PMD5;E9PNV4;E9PN69;E9PRX2;E9PJR1;E9PNK5;E9PM47;E9PJZ9	0.005484948	4	7.4
P54819;F8W1A4;P54819-2;P54819-5;F8VY04;P54819-3;P54819-6;F8VZG5;G3V213;F8VPP1	0.005468623	4	27.2
Q15075	0.005452299	50	37.1
Q92882	0.005370678	4	24.3
Q08431;F5H7N9;F5GZN3;Q08431-2;Q08431-3;H0YKS8	0.005321705	8	25.3
Q75MJ1;Q9UG63;C9JZV3;C9JHK9	0.005289057	17	29.2
O75190;O75190-3;O75190-2;C9J2C4;E9PH18;C9J2P2;F8WCZ4;C9JDX6;B4DN73;C9JDR7;C9JB42;Q8NHS0;Q8WWF6;C9JN01	0.005272732	3	12
P08621;P08621-2;P08621-3;M0QYR1;P08621-4;M0QX04	0.005272732	4	9.2
E7EVH7;Q07866-9;Q07866-4;G3V5R9;Q07866-6;Q07866-10;Q07866-5;G3V3H3;Q07866-7;F8W6L3;Q07866;Q07866-3;Q07866-2;G3V2E7;Q07866-8;G5E9S8;G3V2P7;H0YG16;H0YJT3;H0YJL0;H0YJU9	0.005240084	10	13.8
Q08945;E9PMD4;E9PPZ7	0.00522376	8	12.1
Q96S44;Q5JZ02	0.00522376	4	19.4
Q5TBB1;G3XAJ1	0.005207435	8	26
Q8WX92	0.005207435	16	24.5
P78330;C9JBI3;F8WD74;C9JEJ7	0.005174787	6	28.4
Q9NZD2;F5H0U5;H0YFS9;F5GZ49	0.005174787	4	23.4
Q9BVG4;A6NDF3	0.005174787	8	33
P53621;P53621-2	0.005142138	31	27
Q14157-5;Q14157;F8W726;Q14157-3;Q14157-1;Q14157-4;Q5VU77;Q5VU78;Q5VU79;Q5VU80;Q5VU81;H7C2T8;H0Y5H6	0.005093166	8	9.3
O15042;O15042-2;E7ET15;O15042-3;C9JB80;H0Y8D9;E7EW00	0.005093166	12	11.9
Q8WWM7-3;Q8WWM7;Q63ZY4;Q8WWM7-2;Q8WWM7-4;Q8WWM7-5;Q8WWM7-8;Q8WWM7-6;H3BUF6;Q8WWM7-7;H3BSK9;H3BUE3;H3BSQ5;Q99700;Q99700-4;F8VQP2;F8WB06;Q24JQ7;Q99700-2;H0YH87;H3BRB0	0.005093166	13	13.6
Q9Y5A9;Q9Y5A9-2	0.005093166	2	7.8
Q16881;B7Z904;Q16881-6;E7EW10;Q16881-3;E7ESI6;E9PNQ6;Q16881-4;B7Z2S5;Q16881-2;E2QRB9;Q16881-5;B2R5P6;E9PIR7;E9PMY9;F5H780;E9PKD3;E9PIZ5;E9PRI8	0.005060517	11	24.8
P17174;B7Z7E9	0.00499522	7	21.1
J3KNN5;Q9UJV9;H0Y8L8;D6RGI7;H0YA06;D6RD33	0.004962572	19	30.9
P49419;P49419-2;P49419-4;F8VS02;P49419-3;H0YHM6;F8VVF2	0.004962572	13	26.7
K7EKI0;Q92817;A8MZ36;K7EQ87	0.004946247	55	28.9
M0QXB4;O14579;O14579-3;O14579-2;M0R061	0.004946247	5	19
Q9H4A6	0.004946247	5	25.8
F5HFY4;Q99733;C9J6D1;A8MXH2;C9JZI7;E9PKT8;E9PNJ7;E9PS34;E9PJJ2;E9PNW0;H0YCI4;E9PP22;E9PKI2;C9J1B1	0.004929923	5	15
Q9BUJ2;Q9BUJ2-2;B7Z4B8;Q9BUJ2-4;M0R3F1;Q9BUJ2-3;M0QYZ0;M0QYI8;M0R0K8;M0QZV6;M0QYM5;M0R203	0.004929923	7	8.4
P36404;G3V184	0.004929923	4	22.8
Q8NFX7;Q8NFX7-2;Q8NFX7-3;F8VZZ2	0.004913599	7	31
O43242;B4DT72;H0YGV8	0.004897275	21	44.6
Q96KP4;Q96KP4-2;J3QKT2;J3KSV5;J3QL02;J3QRA8;J3QRD0;J3QKQ0;J3QLU1;J3QR27;J3QQN6;J3KSS4;J3QRP4;J3KRD5;J3QRH4	0.004897275	12	33.1
Q9BQ67;M0QX71	0.004897275	7	25.1
Q9UHV9	0.004897275	3	22.7
P20618	0.004864626	4	17.8
Q9UPT5;Q9UPT5-6;Q9UPT5-1;Q9UPT5-5;Q9UPT5-2;B4DJ07;Q9UPT5-4;K7ERQ5;B5MCY9;C9JME6;C9JKC2	0.004864626	22	35.8
O94985;O94985-2;B4E3Q1;Q5SR54	0.004848302	15	15.5
O96000;H3BPJ9;Q96II6;H3BV16	0.004848302	3	20.3
P61006;B4DEK7;Q92930;F5GY21;H0YNE9;H0YMN7;P51153;H0YL94;H0YLJ8;Q96E17;P20336;P20337;M0R257	0.004848302	6	34.8
Q9BS26	0.004848302	6	12.6
Q9H2G2;Q9H2G2-2	0.004848302	28	24
O14657;H0Y7C8	0.004831978	9	31.2
Q14320;B0S8I6;Q9Y247	0.004815653	3	12.7
Q96DH6;B4DHE8;Q96DH6-2;J3KTC1;B4DM51;Q96DH6-3;J3QKT5;O43347;H0YHB7	0.004799329	6	25
Q12959-2;Q12959-7;Q12959;Q12959-4;Q12959-6;Q12959-3;Q12959-5;Q12959-9;Q12959-8;E7EQD7;H7C166;B4E2H8;E7EQV0;P78352-2;E7EQV1;P78352;G5E939;C9IYP1;F5H5P1;B5MCC5;Q15700-5;F8W750;A8MUT6;C9JCP6;H7C325;C9JN61;C9JUA9;F2Z2L0;C9J110	0.004766681	15	20.7
Q8N2K0-2;Q8N2K0;Q8N2K0-3;Q5T712;I3L1V0;I3L294;I3L440	0.004766681	6	15.3
Q969X5;Q969X5-2;F2Z3A2;H0YBZ3;Q969X5-3;F2Z2U2;F2Z3Q5	0.004766681	5	17.9
O43237;B4DZP4;B4E2E0;J3KRI4;J3KRZ2;E7EPL8;H3BUM4	0.004750356	7	16.5
P61604;B8ZZL8;B8ZZ54	0.004750356	3	28.4
Q1KMD3;H3BQZ7	0.004717708	15	22.6
J3KN00;B4DF76;Q9P0J0;E7ENQ6;K7EJE1;B4DEZ3	0.004701384	3	14.5
P19784;H3BSA1;H3BV19;H3BNI9	0.004701384	5	16.3
P49642;F8VNY2;F8VSB2;H0YIP2	0.004701384	9	21
Q9BVJ7	0.004701384	5	31.3
Q96QK1;I3L4P4;I3L4S0	0.004652411	25	35.2
J3KQB0;Q9NXG2;H3BNW0	0.004619762	5	13.2
Q86VP6;Q86VP6-2;H0YH27;Q86VP6-3;O75155;O75155-2	0.004619762	29	28.2
O95249;E9PCW1;G5E9T8;K7EJC8;J3KST5;B4DQA8;F6RU00	0.004587114	9	35.6
Q5HYI8;C9JXM3;F8WDC7;F8WF50;F8WAX9;H7C533	0.004587114	3	12.7
Q99627;E9PGT6;Q99627-2;B8ZZP3;H7C3S9	0.00457079	3	23.9
Q9Y3D0;H3BNV7;J3KS95	0.004521817	2	17.2
Q92520;C9JMN4;C9JP35;C9J2R0	0.004521817	5	24.2
Q15208	0.004505493	7	20.9
Q96PZ0;E7EUH7;H0Y863	0.004489168	20	33.3
H7BYT1;P48730;P48730-2;P49674;B0QY34;B0QY35;H0Y645;B0QY36;J3QQI9;H0Y2N6;B4DLF1;J3KRM8	0.004472844	7	19.7
Q12933-2;Q12933;Q12933-3;Q12933-4;B1AMX9;B1AMX8;B1AMX7;B1AMY1	0.004472844	12	24.1
Q00325;Q00325-2;F8VVM2;F8VWQ0;F8VWR4;F8VZL5	0.00445652	5	12.7
Q05519;Q05519-2;Q5T760;B4DTC1;B4DWT1;Q5T757	0.00445652	4	12.4
P54920;M0R0Y2;M0R2M1;M0R058;M0R027;M0R213;M0R0I4;Q9H115;B4DK44;Q4G0M0	0.004440196	6	25.8
P19388	0.004440196	4	19
B1AHC4;B1AHC3;F8W6F3;H0Y9T8;P85298;P85298-3;P85298-4;A6ZJ79;P85298-2;F8WCV8;B1AHF8;B1AHC2	0.004423871	8	16.8
P57088;D6RAA6;H0Y8N0;D6RBY2;J3KN43	0.004407547	4	15.8
Q9BV40;B8ZZT4;C9JXZ5	0.004391223	3	33
P13995;Q7Z650;B9A062;B4DY35	0.004358574	2	6.6
P35222;B4DGU4;P35222-2;E7EMJ5	0.00434225	13	19.5
P42285;F5H7E2;H0YAC4;H0Y8U3	0.00434225	21	23.4
Q9BZM5;Q5VY80;Q6H3X3;C9JAK3;Q6H3X3-2	0.00434225	5	18.7
O75832;B1AJY7;B1AJY5;O75832-2;B1AJY6	0.004325926	4	16.4
P50914;E7EPB3	0.004309602	4	20
H0YE88;P28347;Q99594;Q15561;Q53GI4;Q15561-3;H0YEJ9;A4FUP2;M0R1T9;Q15562-2;Q15562;E9PKB7;H0YGS2;B5MCM0;Q15561-2;H0YG62;H0Y7B0;H0YCZ6	0.004309602	4	8.7
Q6S8J3;P0CG38;A5A3E0;P0CG39;Q9BYX7;Q6S5H4;Q6S545;H3BUK9;Q6S5H4-2;B2RU33;A6NI47;Q6S5H5;Q6S8J7;F8W858;Q6S5H5-2;Q6S8J7-2;A6NC16;Q6S8J3-2;D7UEQ8;Q6S5H4-3;F8W967;Q6S8J3-3;Q495V5	0.004293277	2	2.4
Q9ULX9;Q9ULX9-2;B0QY70;B0QY71;O15525;O60675	0.004293277	3	19.5
Q14651;C9JAM8;C9J0F3;C9J359	0.004276953	10	19.4
P56182;D6RE82	0.004260629	7	16.1
Q96RS6;Q96RS6-2;Q96RS6-3	0.004260629	13	27.3
G3V5T9;P24941;P24941-2;E7ESI2;Q00526;K7EJ83;G3V317	0.00422798	10	36.7
Q9NVI7-2;Q9NVI7;H0Y2W2;Q9NVI7-3;Q5SV16	0.00422798	5	44
Q9H936;E9PJH7;E9PS95;Q9H1K4;K4DIB3;E9PI74;K4DIB8;E9PQ36;K4DIB2;K4DIB0;K4DIA2;K4DIA8;K4DIB6;E9PJY0	0.004179008	5	18
Q8N5K1;I3L1N9	0.004179008	3	14.8
P30419;P30419-2;K7EN82;B7Z8J4;Q5VUC7;O60551;F5H594;Q5VUC6;B4DXS1	0.004179008	5	12.5
Q14247;Q14247-3;Q14247-2;H7C314;B4E358;H0YCD9;E9PP90;E9PKG3;H0YEV2	0.004179008	18	30.7
P56545-2;Q5SQP8;P56545	0.004162683	7	7.2
O75323;O75323-2;C9K068;H7C333;C9J7B1	0.004146359	3	15.4
Q01085-2;Q01085;Q49AS9;P31483;F8W8I6;P31483-2;C9JTN7;Q96B58;E5RG67;E5RGV5;E7ETC0;E7ETJ9;F8WE16	0.004130035	4	11
A0MZ66-3;A0MZ66;A0MZ66-4;A0MZ66-6;A0MZ66-2;A0MZ66-5;A0MZ66-8;A0MZ66-7	0.004113711	14	21.4
E5KLJ5;O60313-2;E5KLJ9;E5KLJ6;E5KLK1;O60313;H7C141	0.004113711	13	12.7
Q01433;H0Y360;Q01433-2;Q01433-5;Q01433-4;Q01433-3;H0YCL9;E9PJF6;E9PIJ1;H0YF16;Q01432-4;Q01432-5;Q01432;Q01432-6	0.004113711	16	16.5
M0R2B7;P28340;M0QZR8;M0QXE6;M0QXQ2;M0QZB4;M0R3H8;M0R2I8	0.004113711	28	26.6
A6NHQ2	0.004048414	1	3.3
Q13190;Q13190-2;B4DKR0;F8W8Q9;Q13190-3;H7C3X5;E9PNU4	0.004048414	6	23.4
Q07021;I3L3B0;I3L3Q7	0.004032089	3	20.2
Q6NXE6;Q6NXE6-2;B4E1N1;F5H4P3;F5GWV0;F5GWK8;F5H2K4;F5H2X2;F5H6J3;H0YH65;H0YGQ5;F5H052;F5H3X1;F5GZP0;F5H7V0	0.004032089	5	13.6
Q9NR46-2;B7ZC38;Q9NR46;B7ZC39;F8WFB9;H7C1Z6	0.004015765	7	21.8
O15530;C9JWR9;O15530-3;E9PER6;O15530-2;O15530-5;O15530-4;Q6A1A2;H3BQ10;H3BPW1	0.004015765	9	18.3
P21127;J3QR44;J3QKR5;P21127-2;P21127-3;J3QR29;P21127-8;Q9UQ88;Q9UQ88-2;Q5QPR3;Q9UQ88-3;Q9UQ88-4;P21127-9;J3KTL7;P21127-6;J3QL65;Q5QPR4;P21127-10;P21127-5;P21127-4;P21127-12;Q9UQ88-10;Q9UQ88-5;Q9UQ88-9;E7ESP2;J3KS35;Q13882;G8JLH1;E9PFJ2;Q5QPQ9	0.003999441	18	24.4
P30520	0.003999441	7	18
Q9H2P9-5;Q9H2P9;Q9H2P9-4;Q9H2P9-6;Q9H2P9-2;Q9H2P9-3	0.003999441	6	20.2
A0AV96;B7Z8Z7;A0AV96-2;D6R9D6;D6RBS9;D6REZ6;Q9NQ94;Q9NQ94-4;F8W9F8;Q9NQ94-2;Q9NQ94-3;Q9NQ94-6;Q8TBY0;Q9NQ94-5;B4DZ27;B3KWU8;Q5T0W7;D6R9M7	0.003983117	8	14.2
P51812;B7ZB17;B4DG22;F5GYC4;B1AXG1;B7ZL90;Q9UK32;B1AXG2;D6RA62;D6RE03	0.003966793	13	26.8
O96019;O96019-2;H7C5S0;C9JQT2	0.003966793	3	12.6
Q9NPQ8-3;Q9NPQ8;Q9NPQ8-4;Q9NPQ8-2;H0YEN0;E9PSI0;H0YE35;B7WPL0;Q9NVN3-1;Q9NVN3;Q9NVN3-3;Q9NVN3-4;H0YC88;E9PRC0;REV__E9PNP5	0.003966793	10	19.4
Q9UBT2;B3KWB9;K7EPL2;K7ESK7;K7ES38	0.003950468	7	15
F2Z2W7;Q8IZ69;Q8IZ69-2;C9K041;H7C100	0.003934144	12	19.1
Q3ZCQ8-2;Q3ZCQ8;Q330K1;M0R2F8;M0R0C3;M0R003;M0R1Y4;M0R2D2;M0R047;M0R303;M0R2Z3;M0QXC3	0.003934144	5	14.5
P09417;B3KW71;D6RGG7;B7Z415;H0Y8F7;D6RHJ7	0.00391782	3	14.3
B3KXW5;J3KQU9;O43747-2;O43747;H3BNR4;H3BUN9;H3BR36;B4DGE1;H3BN71;B3KNW1;H3BRM7;H3BV30;H3BS13;H3BN75	0.00391782	9	9.6
Q8WV92;H7C3Q6;B8ZZL5;F8WCY2;F8WED5	0.00391782	6	30.5
Q9GZT5;H7BZB8	0.00391782	5	9.6
Q15599;D3DU85;Q15599-2;H3BQS0;H3BSV6;H3BN50;H3BUQ9;H3BSA4;H3BMF5	0.003901496	7	21.7
O14965;A3KFJ0;Q5QPD4;A3KFJ1;Q5QPD2;Q9UQB9;Q5Y191;Q9UQB9-3;Q9UQB9-2;Q96GD4-3;B4DXA6;J3KRJ2	0.003901496	6	24.1
P15374;Q5TBK7	0.003885171	3	18.3
P36915;P36915-2;B0V0L0;A2AB27	0.003885171	11	19.4
O60264	0.003868847	13	19.2
P11766;H0YAG8;D6RFE4;D6R9G2;D6RAY0	0.003868847	8	20.1
Q9UHD1;Q9UHD1-2;E9PPQ5;E9PHZ2;E9PSD5;E9PIZ4	0.003868847	5	19.6
Q9UJA5;B4DUV6;Q9UJA5-2;Q9UJA5-3	0.003868847	9	17.7
P13804;P13804-2;H0YK49;H0YNX6;H0YL12;H0YLU7;H0YKF0;H0YL83	0.003852523	7	24
P78347;P78347-3;P78347-4;P78347-2;Q6EKJ0;Q86UP8;Q86UP8-3;G8JLD9;Q86U51;H7BYM4	0.003836199	16	18.1
P60891;B4DNL6;B1ALA9;P21108;B1ALA7	0.003819874	3	9.7
P34897;P34897-3;B4DLV4;P34897-2;H0YIZ0;G3V2Y4;G3V5L0	0.00380355	10	21.8
Q9NXS2;K7EQG1	0.00380355	4	10.2
O00471;F8W9B8;G3V4Z7	0.003787226	15	21.8
P61313;E7EQV9;E7ENU7;E7EX53;P61313-2;E7ERA2	0.003787226	7	33.3
Q9HAV4;H0Y9I3;H0Y3W3;E2QRM3;H0YA57	0.003787226	22	18.9
O95470;H7BXL7;H0Y3V8	0.003770902	9	18.8
P21796;C9JI87	0.003770902	9	35.3
Q13232;H3BRA8;H3BPR2;H3BMQ7;H3BPD9	0.003770902	5	29.6
E7ETB3;Q9ULA0;E7EMB6;F8WAN0;B9ZVU2;C9JBE1;E7EPX3;C9J1E2;C9JRG3;E5RJ35	0.003754577	5	12.2
B7Z6C0;P52943;H0YFA4;H0YHD8	0.003738253	2	18.1
P45974;P45974-2;F5H571	0.003738253	15	20.6
I3L4A1;Q96FZ7;I3L4G8;I3L3E4	0.003721929	3	12.5
P21291;E9PP21;E9PND2;E9PS42	0.003705605	3	28
Q9BPX3;H0Y9Z8;D6RA93	0.00368928	22	22.7
Q9H1Y0;Q9H1Y0-2	0.00368928	6	25.8
O60513;C9J3R8;E7ETS9;C9J4S5;C9J5S0	0.003672956	6	19.5
Q9H9Q2;J3KQ34;J3KQ41;Q9H9Q2-3;Q9H9Q2-2;J3QT73;J3QT95	0.003656632	5	20.8
Q13619;Q13619-2;Q13620;K4DI93;Q13620-1;Q13620-3;A6NE76	0.003656632	20	28.1
P18075;B1AL00;H0Y4B5;B1AKZ9;P22003;B4E0Y4	0.003591335	8	21.3
Q9ULZ3;Q9ULZ3-2;Q9ULZ3-3	0.003591335	3	15.9
Q99459	0.003575011	12	17.7
A0AVT1;A0AVT1-2;A0AVT1-3;A0AVT1-4;H0Y8S8;H0Y9U5	0.003558686	23	24.1
Q15631;E9PGT1;H7C1D4;Q15631-2	0.003558686	4	22.4
P52735-2;P52735-3;P52735	0.003558686	15	20
Q8NAV1	0.003558686	6	18.3
Q8TEA1	0.003558686	12	29
Q9NXH8	0.003558686	10	27.4
Q14160-3;Q14160;Q14160-2;H0YCG0;Q9BTT6-2;Q5T0G3	0.003542362	18	18.3
O15258;Q5T091;Q5T092;Q5T093	0.003526038	3	20.4
O00203;E5RJ68;B7ZKS0;Q13367;B7ZKR7;F5GWU4;F5GYB0	0.003509714	16	15.1
Q7KZI7;E9PC69;Q7KZI7-8;Q7KZI7-11;Q7KZI7-6;Q7KZI7-3;Q7KZI7-14;Q7KZI7-12;Q7KZI7-9;Q7KZI7-4;Q7KZI7-16;Q7KZI7-5;Q7KZI7-15;Q7KZI7-2;E7ETY4;Q7KZI7-7;Q7KZI7-13;Q7KZI7-10;F5H4F6;F5H6N2;J3KNR0;P27448-7;P27448;P27448-2;P27448-4;P27448-3;P27448-6;P27448-8;Q9P0L2;H0YIY6;Q9P0L2-3;Q96L34;Q96L34-2;Q9P0L2-2;A2SY06;H0YKP9;H0YNV4;H0YKJ3;F5H4J8;K7EKG8;K7EK17	0.003509714	10	14.2
Q9H0A8;H3BM91;H3BQF2;Q9H0A8-2;H3BPG2;H3BUL2;H3BRX0	0.003509714	4	23.1
C9JJ19;P82930;H3BP88	0.003493389	7	32.9
P16035;B4DFW2	0.003493389	2	13.6
P11802;F8VWX7;F8VTV8;F8VYH9;F8VZ51;F8VZZ0;B4DNF9;F8VXD2;F8W1L8;Q96BE9;F8VYY1;F8VZ13	0.003477065	4	18.5
Q29RF7;Q29RF7-3;H0Y9L9;H0Y9L6	0.003477065	23	19
Q8IV48;E5RIV7	0.003477065	5	15.5
Q8WYA6;B4DE16;Q8WYA6-2;Q8WYA6-3;A2A2P1	0.003460741	7	12.8
P00750;P00750-3;E7ESF4;B4DN26;B4DNJ1;P00750-4;K4DI88;P00750-2	0.003460741	8	18.3
P35606;B4DZI8;H0Y938;D6R997;H0YAC7;D6RBT6;D6RBG7;D6RCL6;D6RBZ7	0.003460741	24	31.5
O75787;B7Z9I3;B7Z1I9;H0Y750;B7Z413;H7C3E1;H7C240	0.003428092	4	11.1
B5ME97;Q9P0V9-2;E7EX04;Q9P0V9;E7EW69;Q9P0V9-3;B7Z371;B7Z277;F5H1F2;C9JNR7;C9JEW2;F5GYV2	0.003411768	6	14
O95865;Q5SRR8;Q5SSV3;A3KGN5;H0Y7N1;O94760;B4DGT0;B4DYP1;O94760-2	0.003411768	6	23.9
Q9Y2X3;H7BZ72	0.003411768	3	6.8
Q9Y287;Q5W0A2	0.003395444	2	8.6
P37235;E9PC71;P84074;P61601;C9JW46	0.00337912	4	23.8
Q5VY93;Q92974;Q92974-2;Q92974-3	0.00337912	18	19.5
P30048;E9PH29	0.003362795	3	12.5
P54578;B7Z4N8;J3QRZ5;A6NJA2;J3KS55;J3QQT6	0.003346471	6	14
J3QK89;Q8IWX8	0.003346471	9	12
O75348	0.003346471	3	23.7
A6NFQ2;A6NFQ2-2;A6NFQ2-3;H0YC74;Q8N1I1	0.003313823	9	12.2
J3KNQ4;F5H1R9;Q9NVD7;B7Z952;E9PS97;Q9NVD7-2;Q9HBI1;Q9HBI1-2;Q9HBI1-3;B0QYP6	0.003313823	8	21.8
P48047;H7C086;H7C0C1	0.003297498	4	22.5
O60231;B0V0F8;Q5JP46;Q5SQH5;Q14562;F5H658;A2AB15	0.003281174	6	6.7
Q8WUF5;K7EN03	0.003281174	17	25.8
Q8WUK0;Q8WUK0-2;E9PQM0;Q8WUK0-3	0.003281174	2	10.9
Q9NTJ3;E9PD53;Q9NTJ3-2;C9JR83;C9J9E4;C9J578;C9JVD8	0.00326485	28	22.7
E9PFW3;Q96CW1;Q96CW1-2;C9JJ47;C9JGT8;C9JTK4;C9JPV8;C9JJD3	0.00326485	6	12
P15291;P15291-2;Q86XA6;B4DMM8	0.00326485	3	7.8
P45877	0.00326485	3	14.6
Q16513;Q16513-2;Q16513-3;Q16513-4;Q16513-5;B1AL79;H0Y5V5;K7EL10	0.00326485	19	23.2
Q9UBW8;F5H248;F5GYF7;F5H7C6;F5H4U8;F5H7D4;F5H3D9;F5GXT7;G3XAP1;F5H3M6;F5H4Z0	0.003248526	6	24.4
P28838;P28838-2;H0Y9Q1	0.003248526	7	15.6
Q9UIV1;Q9UIV1-2;H0YAV9;E5RGH2;H0YBT3	0.003248526	3	12.3
Q8WWY8;A2IBA6;H7C2X1;H7BZL3	0.003232201	6	12.9
O75940	0.003232201	3	14.3
Q2TAY7;B4E3L0	0.003215877	10	23
J3QQ67;Q07020;H0YHA7;G3V203;F8VWC5;F8VYV2;F8VUA6	0.003199553	4	24.7
O94973-2;O94973;O94973-3;E9PJJ7;E9PR62;H0YDE9;H0YEG0;E9PQP4;E9PNC4;E9PPY8;E9PS94;E9PPZ3;M0R2D9	0.003199553	20	28.3
P05362;E7ESS4;K7EKL8	0.003199553	11	23.1
Q15642;Q15642-2;Q15642-3;Q15642-4;M0R0F9;M0R2H7;Q15642-5;M0QXP8;M0R070	0.003199553	9	16.6
Q9BQG0-2;Q9BQG0;I3L1L3;I3L2H8	0.003199553	18	15.5
O43670-4;J3QRS9;O43670;O43670-2;O43670-3;J3KS31;H0Y3M2;J3KRW6;J3KRB6;J3KTL1;J3QS27	0.003183229	3	9.3
Q92905;E5RHH5;E5RHF2	0.003183229	5	15.6
P49902;B7Z382;Q5JUV4;Q5JUV3;Q5JUV6;REV__Q17RW3;REV__F5GWJ3;REV__H0YES7;REV__M0QX83	0.003166904	12	24.2
Q9BYN0	0.003166904	3	24.1
O75223;O75223-3;B8ZZK2;O75223-4;O75223-2;M0QZK8;H7BZK5	0.003134256	4	21.3
Q9NQ88	0.003134256	4	17.8
Q8NBN7;Q8NBN7-2;G8JLA1;K7EN55;K7EMY5	0.003117932	6	20.2
G3V4P8;P60983;O60234;M0QYJ8;M0R0C1;M0R1D2;M0QYG8	0.003101607	3	28.7
Q9H2U1;F5GZS0;Q9H2U1-2;Q9H2U1-3;E7EWK3;H7C5F5;H7C514	0.003085283	15	19
Q9UJK0	0.003085283	4	13.1
O14562;H3BRL3	0.003068959	2	7.4
Q15021;F5GZJ1;E7EN77;F5GZK7;REV__Q02790;F5H431	0.003052635	22	18.4
Q9NVM6;H0YK99;H0YLQ7	0.003052635	3	13.5
E9PQ57;P78406;E9PPG9	0.00303631	4	11.9
Q9UH65;E7EMB1;E9PJM7;E9PJK8	0.003019986	15	24.8
P25705;K7ENP3;P25705-2;K7EK63;K7EK77;K7ERX7;K7ENJ4;K7EQT2;K7EJP1;K7EKV9;K7ESA0;K7EM08	0.003003662	16	33.1
O15498;B4DR94;H7C3K7	0.002987338	5	23.2
P08754;P04899-4;P04899;P63096;P09471;P09471-2;A8MTJ3;P19087;P11488;B3KTZ0;P04899-2;P04899-3;B4E2X5;P63096-2;F5GZL8;P38405-3;C9JPP4;H3BTM2	0.002987338	5	12.7
Q14677-3;Q14677;Q14677-2	0.002987338	11	16
Q92599;F8W8I8;F6W7K9;A6NFQ9;A6NMH6;Q92599-2;Q92599-3;C9JV02;C9J4G8;H7C604	0.002971013	7	19.5
F5H3I5;Q96JB5;Q96JB5-2;J3QQY1;Q96JB5-3;J3QS62;J3QL86;J3QRM1;J3KS63;J3KRK4;J3KRI2;J3QL95	0.002971013	10	17.3
O43837;O43837-2;O43837-3	0.002971013	7	17.7
Q9NXF7	0.002971013	1	5.6
P09497;P09497-2;H0Y9Q6	0.002954689	5	15.3
P52306;P52306-4;P52306-3;P52306-2;E9PH06;H0Y8M2;D6REZ0;D6RHH8;D6RF90;H0Y9J0;D6RB97;D6RHZ7;D6RE95;D6RBC6	0.002954689	11	21.1
Q9NRX2;E9PKV2	0.002938365	3	17.7
Q9UBE0;B3KNJ4;Q9UBE0-3;Q9UBE0-2;M0QX65;M0QZS6;M0R054;M0QYM8;M0R286;B4DY66;M0QYP2	0.002905716	6	19.9
Q9NZW5;B8ZZG1;C9J4Q3;C9JGI8	0.002905716	10	21.1
Q14204;H0YJ21	0.002905716	95	22.3
P27695;G3V3M6;G3V5Q1;G3V3C7;G3V359;G3V5M0;G3V5D9	0.002889392	4	18.2
P00533;E9PFD7;Q504U8;P00533-3;P00533-4;P00533-2;C9JYS6	0.002889392	12	11.6
Q8N9N2;F5H874;Q8N9N2-2;H0YCB3;H0YE76;H0YER2;E9PR40;E9PQZ6;E9PSA3;E9PM82;E9PKM6;E9PL92;E9PJM2;E9PQ44	0.002889392	6	13
Q9UEW8	0.002889392	3	5.5
P36542;P36542-2;B4DL14	0.002873068	4	14.4
O14618;J3KNF4;E9PP76;E9PK03	0.002873068	3	10.9
O60645;O60645-3;O60645-2;D6RB59;H0Y995;D6RBR9	0.002873068	18	24.9
P11387;Q969P6;Q969P6-2;E5RIC7;E5RFS0;E5RJ95	0.002873068	8	9.5
O76027	0.002856744	11	43.8
O94826	0.002856744	12	18.4
P04843;B7Z4L4;F8WF32	0.002840419	21	41.7
Q92990;B4DJ85;Q92990-2;M0QX84;M0QXG8	0.002840419	12	25.6
Q9BXI6-2;Q9BXI6;B5MD46;F8WCD1;H7C1Q1;H0Y2U5;H0Y5R9;H7C471;F8W9Y7;F8WDN6	0.002840419	8	14.6
O60664;O60664-3;K7EQF4;K7EL96;K7ERZ3;O60664-2;K7ER39	0.002824095	11	35.5
Q15386;Q15386-2;Q15386-3	0.002824095	19	19.1
Q9BVC6	0.002824095	3	12.3
Q9UHR4	0.002824095	9	16
